Pitch,Velocity,Position,Length
64,57,0.0,4043
76,60,0.0,4039
67,63,0.0,4023
71,78,0.0,4047
64,64,8.0,2523
76,74,8.0,2773
67,78,8.0,2646
71,81,8.0,2671
