Pitch,Velocity,Position,Length
79,105,0.0,571
79,99,1.0,557
79,102,2.0,545
79,101,3.0,455
79,99,3.75,320
79,101,8.0,562
79,99,9.0,524
79,101,10.0,520
79,104,11.0,388
78,110,11.75,701
78,111,13.0,516
71,107,14.0,574
71,114,15.0,565
