Pitch,Velocity,Position,Length
79,104,0.0,581
79,100,1.0,467
79,103,2.0,561
79,104,3.0,418
79,108,3.75,381
79,103,8.0,585
79,95,9.0,529
79,95,10.0,459
79,99,11.0,504
78,103,12.0,537
78,114,13.0,536
71,115,14.0,541
71,105,15.0,512
